Asker Id	Post_link	Answerer Id
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	4251431
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	959876
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	5092157
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	958373
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	2164304
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	7960986
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	597657
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	4192
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1977836
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	8363841
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	5535245
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	4203
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1910406
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	3216970
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	657427
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	7488
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1917489
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	807231
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	7178104
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1697099
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	8808036
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	6532494
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	2128327
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	4233180
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1912964
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	3961865
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	112670
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1952852
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	4958222
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	7051714
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	4990642
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	5797598
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	8701
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	5128145
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	438154
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1195605
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1255825
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	658018
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	5903395
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1666
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	4957499
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	216248
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	4010017
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	922581
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	12541
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1733754
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	3250087
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1282030
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1695011
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	2997238
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1833961
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1893773
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	4100
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	779111
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	54236
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	292
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	2396539
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1907916
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1931858
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	543572
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	258289
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1678760
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1426433
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1951442
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	2988
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	212665
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	184730
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	238938
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	48402
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	73019
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	3034
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	46
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	2644
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	3305
4315	https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value	1310
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	6024604
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	2785025
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	4206
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	7236932
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	2893693
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	4353365
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	4014678
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	35915
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	448078
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	503804
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	1119386
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	4545552
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	8432237
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	90874
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	1940722
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	2133006
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	4999394
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	1088846
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	4256410
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	3719179
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	315677
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	2194364
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	6546993
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	28683
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	904825
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	27657
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	2000185
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	977919
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	34509
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	452775
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	1624839
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	3474
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	1646333
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	966072
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	212665
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	1564766
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	1342121
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	571271
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	634475
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	250816
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	474659
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	184730
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	346135
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	16883
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	1356709
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	1022180
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	18393
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	2057902
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	2128327
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	396216
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	2648077
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	1441122
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	1054021
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	552782
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	62709
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	20654
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	1391568
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	181551
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	10324
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	12719
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	6610
34856	https://stackoverflow.com/questions/271526/avoiding-null-statements	32168
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	8558398
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	348189
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	980442
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	7484853
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	8200485
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	1129332
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	625114
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	2217011
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	903998
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	559185
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	43151
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	344029
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	57541
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	31892
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	2599133
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	4318868
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	4515400
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	378151
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	21590
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	2764007
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	1063716
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	2428802
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	2735286
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	370547
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	187141
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	285288
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	6926281
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	1506477
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	550742
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	2194364
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	1586864
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	5735806
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	3129572
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	2534090
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	2435085
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	1548325
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	978136
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	2420519
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	4856258
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	1684528
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	3040627
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	603516
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	4100
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	639687
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	159679
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	3950982
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	1794244
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	262379
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	1055284
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	2470524
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	24874
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	428594
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	2370932
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	151614
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	458244
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	772549
16616	https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java	828757
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	7888956
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	1199342
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	1853
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	1203455
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	2970123
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	2030
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	5167682
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	124111
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	5081877
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	3434
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	3230563
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	4226914
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	3294902
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	3395198
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	3527383
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	2647077
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	115722
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	838841
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	3981269
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	3898
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	283519
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	759012
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	1923551
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	1142881
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	2476998
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	1162526
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	819014
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	541755
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	1140748
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	934204
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	4276
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	4249
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	974
4316	https://stackoverflow.com/questions/40471/differences-between-hashmap-and-hashtable	4257
1127571	https://stackoverflow.com/questions/8710619/why-dont-javas-compound-assignment-operators-require-casting	736054
1127571	https://stackoverflow.com/questions/8710619/why-dont-javas-compound-assignment-operators-require-casting	1084927
1127571	https://stackoverflow.com/questions/8710619/why-dont-javas-compound-assignment-operators-require-casting	137369
1127571	https://stackoverflow.com/questions/8710619/why-dont-javas-compound-assignment-operators-require-casting	4594967
1127571	https://stackoverflow.com/questions/8710619/why-dont-javas-compound-assignment-operators-require-casting	521799
1127571	https://stackoverflow.com/questions/8710619/why-dont-javas-compound-assignment-operators-require-casting	471607
1127571	https://stackoverflow.com/questions/8710619/why-dont-javas-compound-assignment-operators-require-casting	3880437
1127571	https://stackoverflow.com/questions/8710619/why-dont-javas-compound-assignment-operators-require-casting	1061518
1127571	https://stackoverflow.com/questions/8710619/why-dont-javas-compound-assignment-operators-require-casting	1891112
1127571	https://stackoverflow.com/questions/8710619/why-dont-javas-compound-assignment-operators-require-casting	758708
1127571	https://stackoverflow.com/questions/8710619/why-dont-javas-compound-assignment-operators-require-casting	57695
542091	https://stackoverflow.com/questions/13375357/proper-use-cases-for-android-usermanager-isuseragoat	6116090
542091	https://stackoverflow.com/questions/13375357/proper-use-cases-for-android-usermanager-isuseragoat	1597833
542091	https://stackoverflow.com/questions/13375357/proper-use-cases-for-android-usermanager-isuseragoat	602856
542091	https://stackoverflow.com/questions/13375357/proper-use-cases-for-android-usermanager-isuseragoat	1339987
542091	https://stackoverflow.com/questions/13375357/proper-use-cases-for-android-usermanager-isuseragoat	440921
542091	https://stackoverflow.com/questions/13375357/proper-use-cases-for-android-usermanager-isuseragoat	2619679
542091	https://stackoverflow.com/questions/13375357/proper-use-cases-for-android-usermanager-isuseragoat	504299
542091	https://stackoverflow.com/questions/13375357/proper-use-cases-for-android-usermanager-isuseragoat	1143639
542091	https://stackoverflow.com/questions/13375357/proper-use-cases-for-android-usermanager-isuseragoat	244521
542091	https://stackoverflow.com/questions/13375357/proper-use-cases-for-android-usermanager-isuseragoat	1041822
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	7353562
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	11199879
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	2418016
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	7484853
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	9769061
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	9036713
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	5936681
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	1393484
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	6714430
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	5091346
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	601362
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	4804146
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	4648430
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	1469472
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	22850
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	187141
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	1822659
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	5901831
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	2889297
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	1288
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	453590
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	4501480
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	60518
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	968988
939	https://stackoverflow.com/questions/157944/create-arraylist-from-array	3747720
